		India	Iran	Nigeria	Kenya	Congo	Zimbabwe	Sri Lanka	Uganda	Afghanistan	Guinea
gardening	5772	635	25	6	6	7	9	15	6	0	0
garlic	5773	1139	31	10	22	0	3	8	15	0	0
garment	5774	5935	9	73	17	19	14	141	17	1	0
garner	5775	2767	36	139	69	27	13	34	31	4	0
gas	5776	55483	4564	3555	196	425	93	398	134	30	0
gasoline	5777	1293	625	29	7	5	0	6	3	0	0
gastrointestinal	5778	846	4	13	1	0	1	9	3	0	0
gate	5779	15528	87	501	92	60	41	87	74	25	0
gateway	5780	4518	39	101	20	23	20	97	9	1	0
gathering	5781	5682	316	600	80	98	91	192	51	74	0
gayatri	5782	848	0	0	0	0	0	2	0	0	0
gaze	5783	690	9	19	7	7	2	18	2	0	0
gazette	5784	1052	5	52	65	31	44	217	32	0	0
gb	5785	1237	33	8	3	0	0	8	1	0	0
gearbox	5786	1031	20	1	5	0	0	2	4	0	0
gender	5787	8078	80	595	142	287	116	189	81	16	0
gene	5788	6985	114	73	22	3	1	25	5	0	0
generating	5789	2569	4	126	124	13	9	18	3	1	0
generator	5790	7978	47	235	26	39	14	49	19	3	0
generic	5791	2836	47	15	8	4	3	12	5	0	0
genetic	5792	4581	116	92	39	8	7	33	28	1	0
genetically	5793	754	13	31	8	2	1	7	6	0	0
genius	5794	672	20	63	9	4	14	18	15	1	0
genome	5795	1510	38	8	2	1	0	0	4	0	0
genomic	5796	1340	15	5	1	2	1	1	0	0	0
genre	5797	2882	16	63	18	20	65	47	8	3	0
gentle	5798	656	6	52	8	12	5	28	12	0	0
gentleman	5799	926	13	140	21	44	19	31	21	3	0
genuine	5800	3668	46	518	92	84	64	103	79	1	0
genuinely	5801	754	12	91	19	15	11	17	9	0	0
geo	5802	791	8	190	4	16	4	33	2	3	0
geographic	5803	2517	25	47	2	11	9	26	4	5	0
geographical	5804	3305	67	109	11	15	8	43	8	2	0
geographically	5805	877	9	8	2	8	1	11	2	1	0
geography	5806	3175	21	46	8	11	3	38	8	2	0
geological	5807	808	20	16	0	6	9	16	4	0	0
geometric	5808	950	4	11	1	2	0	1	3	1	0
geometry	5809	903	7	5	3	1	1	2	0	0	0
geopolitical	5810	758	103	233	9	18	6	50	2	10	0
german	5811	4208	720	305	116	85	22	150	36	21	0
gesture	5812	3369	76	598	41	65	42	46	18	6	0
gets	5813	3570	23	70	18	16	6	48	15	2	0
getting	5814	5968	64	164	51	50	29	71	59	3	0
ghat	5815	1354	0	0	0	0	0	0	0	0	0
ghee	5816	1022	29	0	2	0	0	3	2	18	0
ghz	5817	934	2	9	0	1	0	1	0	0	0
gift	5818	7250	85	484	81	56	49	233	76	6	0
gilt	5819	802	13	1	0	1	1	0	1	0	0
girlfriend	5820	1804	8	106	39	18	28	12	54	0	0
glacier	5821	649	23	2	0	2	1	3	1	1	0
glance	5822	1421	49	25	28	2	3	65	14	0	0
gland	5823	804	5	17	6	1	3	19	5	0	0
glare	5824	800	2	101	21	16	15	13	16	0	0
glass	5825	15805	715	241	82	16	18	275	29	5	0
glimpse	5826	2008	19	29	16	10	11	28	11	2	0
glitch	5827	1074	11	15	4	4	2	2	4	0	0
globe	5828	5983	123	290	36	60	59	112	23	8	0
glorious	5829	789	36	73	12	14	13	25	8	0	0
glory	5830	1425	33	372	52	46	23	61	28	3	0
glossary	5831	36880	2137	1255	258	0	0	2513	0	0	0
glove	5832	3184	24	91	22	12	24	65	16	2	0
glow	5833	795	24	32	10	3	15	11	6	1	0
glucose	5834	2056	32	40	2	5	2	14	5	0	0
glue	5835	1834	27	16	18	2	8	5	17	0	0
goalkeeper	5836	966	41	231	118	97	106	4	83	1	0
goat	5837	543	28	69	23	22	37	6	25	1	0
goddess	5838	903	6	15	0	4	0	7	5	0	0
godown	5839	971	0	0	5	0	0	0	0	0	0
goenka	5840	946	0	0	0	0	0	0	0	0	0
goodwill	5841	2110	34	323	36	29	21	114	7	5	0
goon	5842	978	3	20	9	1	0	0	11	0	0
gorgeous	5843	1164	5	15	8	3	2	9	3	0	0
gov	5844	5426	22	149	3	6	0	6	0	1	0
govern	5845	4416	109	665	101	133	98	196	58	6	0
governmental	5846	1735	117	297	32	76	28	47	21	24	0
governor	5847	20094	695	21606	1540	1392	95	501	48	389	0
governorship	5848	19	3	2595	71	85	0	3	0	0	0
gown	5849	1062	53	48	4	10	5	2	5	0	0
gps	5850	1908	15	9	5	0	1	7	4	0	0
grab	5851	4661	146	210	105	64	64	74	111	15	0
gradation	5852	678	7	5	0	0	0	1	0	0	0
grade	5853	15918	166	361	111	155	92	282	116	7	4
gradient	5854	1134	0	1	0	1	4	2	0	0	0
gradually	5855	4156	173	372	37	49	19	156	31	3	0
graduate	5856	9559	66	1370	184	182	97	572	187	22	0
graduation	5857	1518	8	135	29	34	18	34	41	6	0
graft	5858	1788	29	385	173	49	26	3	30	4	0
grain	5859	5853	82	198	59	56	160	270	37	2	0
grandfather	5860	1374	10	68	20	15	6	30	10	5	0
grandparent	5861	652	8	13	8	5	7	23	7	0	0
grandson	5862	878	26	31	11	4	12	13	6	0	0
granite	5863	1686	28	11	2	2	7	7	7	1	0
granular	5864	707	2	2	1	3	0	31	0	0	0
granule	5865	874	14	2	0	0	1	1	0	0	0
grape	5866	964	20	7	16	4	6	5	2	5	0
graph	5867	2434	21	8	2	3	2	8	1	2	0
graphene	5868	1951	6	1	0	0	0	0	0	0	0
graphic	5869	4594	83	61	14	16	6	37	7	1	0
graphical	5870	1284	1	4	1	0	0	2	0	0	0
graphite	5871	2521	3	0	0	1	1	11	0	0	9
grapple	5872	1164	61	129	54	32	22	34	40	0	0
grasim	5873	750	0	0	0	0	0	0	0	0	0
grass	5874	2503	10	161	66	58	32	44	40	4	0
grassroots	5875	675	7	143	16	22	13	30	8	0	0
grating	5876	665	0	1	0	0	0	0	0	0	0
gratitude	5877	2131	34	319	27	63	27	106	8	10	0
gratuity	5878	523	0	160	3	8	2	543	7	0	0
grave	5879	2258	181	356	96	58	70	116	52	14	0
gravel	5880	992	10	4	4	1	3	6	11	2	0
gravity	5881	2226	47	57	13	6	11	29	8	0	0
grazing	5882	390	4	325	19	53	13	2	9	0	0
grease	5883	1000	34	17	2	1	5	30	5	0	0
greave	5884	1485	0	0	0	0	0	0	0	0	0
greek	5885	891	156	54	7	5	3	22	5	1	0
greener	5886	548	5	56	11	17	14	19	5	0	0
greenhouse	5887	2315	130	45	25	30	7	34	9	1	0
greet	5888	1977	59	164	38	29	20	48	28	3	0
greeting	5889	1371	26	30	6	14	4	28	7	3	0
grenade	5890	983	64	23	17	10	7	26	10	16	0
grid	5891	7666	108	327	95	76	22	91	22	2	0
grief	5892	1464	35	120	11	17	11	20	10	3	0
grievance	5893	6520	25	254	39	67	27	73	27	2	0
grill	5894	1604	14	49	23	3	3	29	17	2	0
grille	5895	683	0	3	0	0	1	1	1	0	0
grind	5896	3519	35	79	25	17	21	19	14	1	0
grinding	5897	680	2	3	1	0	1	1	1	0	0
grip	5898	3840	165	153	54	29	29	27	46	10	0
grocery	5899	3471	16	35	8	5	45	42	5	4	0
groundwater	5900	1656	12	27	1	11	4	12	7	5	0
grouping	5901	725	14	14	8	16	13	15	5	3	0
grow	5902	63870	1287	3048	1066	756	563	1363	660	59	0
grower	5903	1566	23	48	35	7	38	12	13	8	0
growthep	5904	749	0	2	0	0	0	57	0	0	0
gsa	5905	835	0	0	0	1	0	14	0	0	0
gst	5906	8465	0	0	2	1	0	1	0	0	0
gtl	5907	704	3	0	0	0	0	0	0	0	0
guar	5908	1169	0	0	0	1	0	165	0	0	0
guarantor	5909	540	65	27	7	7	5	17	9	0	0
guard	5910	8980	377	471	212	150	85	119	212	57	0
guardian	5911	1166	27	130	11	22	18	103	8	1	0
guess	5912	2429	32	155	43	17	21	28	30	1	0
guidance	5913	12804	101	200	48	70	69	220	64	8	0
guideline	5914	15131	108	782	117	103	89	369	171	12	0
guilty	5915	4990	92	921	93	122	78	146	71	8	0
guise	5916	404	18	191	14	19	11	20	16	1	0
guitar	5917	566	3	17	11	4	55	21	2	1	0
gujarat	5918	2273	0	0	0	0	0	5	0	0	0
gum	5919	1308	1	7	5	5	10	20	5	0	0
gun	5920	8151	297	925	172	146	67	88	238	57	0
gunman	5921	774	180	734	53	53	8	40	34	84	0
gunshot	5922	542	22	227	31	27	8	11	14	2	0
gupta	5923	1572	1	0	0	3	0	0	0	0	0
guru	5924	1572	1	32	11	5	15	21	1	0	0
gut	5925	1354	22	48	14	9	8	11	24	3	0
gw	5926	933	12	1	0	0	0	3	0	2	0
gypsum	5927	766	41	3	0	0	2	1	6	0	0
habit	5928	4012	50	267	51	40	35	98	58	3	0
habitat	5929	2585	27	41	7	15	19	54	12	1	0
hack	5930	2135	71	109	27	14	14	43	21	0	0
hacker	5931	1285	16	37	26	2	3	22	3	0	0
hacking	5932	577	46	27	9	6	3	7	2	0	0
hail	5933	5894	318	671	91	110	69	72	45	40	0
hallmark	5934	637	18	90	10	10	11	18	4	0	0
halt	5935	4236	368	342	129	69	41	650	94	21	0
hamper	5936	2167	101	130	40	39	34	53	25	4	0
handed	5937	1273	43	49	21	10	13	33	15	1	0
handheld	5938	1086	2	7	1	0	0	2	0	0	0
handicraft	5939	873	134	1	0	7	0	24	3	15	0
handle	5940	20326	209	1519	311	221	135	329	354	9	0
handler	5941	801	4	84	18	11	10	13	11	1	0
handloom	5942	792	0	0	0	0	0	16	0	0	0
handover	5943	1083	23	118	14	19	22	25	24	4	0
handset	5944	2244	23	54	20	3	1	3	6	0	0
handsome	5945	663	0	36	17	6	3	11	8	1	0
handy	5946	1183	2	33	18	6	10	6	13	0	0
hang	5947	7095	60	304	103	45	53	81	67	3	0
happening	5948	499	2	126	10	9	7	12	8	0	0
happily	5949	765	5	83	18	12	5	17	14	0	0
haptic	5950	765	0	1	0	0	0	2	0	0	0
harass	5951	2966	27	269	36	39	23	41	21	7	0
harden	5952	774	43	10	10	1	5	5	4	0	0
hardness	5953	843	1	18	0	1	0	1	0	0	0
hardship	5954	1940	63	458	29	57	35	67	25	8	0
hardware	5955	9392	161	80	12	14	8	104	20	1	0
harish	5956	839	0	0	0	0	0	0	0	0	0
harmony	5957	2143	17	262	25	47	13	102	16	11	0
harness	5958	2830	39	253	25	68	40	64	22	0	0
harsh	5959	2228	182	209	43	38	35	41	28	11	0
harvesting	5960	2034	18	44	38	13	20	44	29	1	0
hash	5961	1085	6	14	1	0	1	1	1	0	0
hashtag	5962	1289	13	25	19	7	4	4	8	3	0
hassle	5963	1770	3	25	6	3	2	46	6	0	0
hatch	5964	1116	54	30	17	6	8	18	23	7	0
hatred	5965	1253	59	113	24	26	9	67	16	4	0
haunt	5966	779	18	49	20	15	23	12	11	0	0
havell	5967	1078	0	0	0	0	0	1	0	0	0
havoc	5968	954	58	143	29	16	24	24	11	1	0
hawker	5969	847	0	34	18	7	3	2	2	0	0
hazard	5970	2818	20	146	20	24	21	42	18	3	0
hazardous	5971	2051	27	39	8	13	8	18	7	2	0
hd	5972	3102	5	18	1	3	0	10	1	0	0
he	5973	665675	25425	99498	17312	16060	10271	21107	12649	2784	4
headache	5974	1440	14	114	26	19	26	51	20	2	0
headphone	5975	1474	2	4	3	0	0	1	3	0	0
headquarter	5976	6730	76	152	48	39	10	50	31	12	0
headquarters	5977	6985	247	1037	166	211	22	128	147	34	0
headset	5978	1394	1	2	1	0	0	4	0	0	0
headwind	5979	772	11	35	7	3	6	11	4	0	0
heal	5980	1840	24	158	36	22	39	40	28	1	0
healing	5981	1375	23	105	24	27	18	37	28	1	0
heap	5982	849	8	71	22	13	10	20	23	0	0
hear	5983	26406	318	2051	506	476	372	429	383	68	0
hearing	5984	15651	143	1159	157	197	95	118	112	4	0
heartfelt	5985	766	8	57	7	18	9	12	0	3	0
heater	5986	2832	69	3	6	3	1	2	3	0	0
heating	5987	10407	31	12	11	4	4	3	3	0	0
heavily	5988	3942	199	312	147	61	68	108	63	5	0
heavyweight	5989	18955	1152	793	165	23	31	959	5	0	0
hectare	5990	4667	470	313	102	118	137	234	41	28	0
hectic	5991	751	5	27	10	6	3	7	6	3	0
hedge	5992	2326	10	34	8	1	4	77	3	2	0
heed	5993	1163	32	145	19	35	37	36	20	6	0
heel	5994	2033	22	192	29	23	12	35	67	1	0
hefty	5995	800	31	23	32	6	12	19	5	0	0
heighten	5996	1151	51	140	35	18	15	37	13	0	0
heinous	5997	823	36	124	18	18	9	14	3	8	0
heir	5998	637	23	31	12	6	5	13	9	2	0
helicopter	5999	4427	196	240	62	43	17	64	45	70	0
helm	6000	2073	15	87	40	21	19	23	12	0	0
helmet	6001	2519	21	24	36	2	4	31	11	1	0
helpline	6002	2200	2	6	1	0	0	4	0	0	0
hemp	6003	948	0	91	0	4	0	0	0	0	0
henceforth	6004	470	2	243	13	16	4	5	3	0	0
hepatitis	6005	998	5	38	2	12	3	3	24	0	0
herb	6006	1672	40	71	16	7	7	33	27	6	0
herbal	6007	1618	16	117	7	1	7	60	11	7	0
herbicide	6008	1116	3	47	5	1	2	18	7	0	0
herd	6009	867	18	44	30	18	49	32	16	0	0
herdsman	6010	20	3	1732	13	176	0	1	6	0	0
hereby	6011	30096	16	469	39	30	32	6	27	3	0
hereinafter	6012	750	0	6	0	1	0	3	0	1	0
herewith	6013	20024	1	5	3	2	0	0	0	0	0
heroin	6014	1155	22	16	12	4	4	108	1	20	0
heroine	6015	706	0	24	17	5	11	8	1	0	0
hesitate	6016	852	34	172	14	32	15	27	9	3	0
heterogeneous	6017	684	3	13	1	0	0	6	1	0	0
hfcl	6018	780	0	0	0	0	0	0	0	0	0
hidden	6019	720	16	55	10	2	7	19	2	0	0
hideout	6020	506	44	196	22	12	1	6	10	58	0
hierarchical	6021	663	1	3	1	0	2	5	0	0	0
hierarchy	6022	960	11	97	15	13	8	36	15	0	0
highest	6023	828	15	28	14	2	6	18	4	1	0
highlight	6024	27303	932	853	173	259	155	885	108	26	0
highness	6025	945	1	40	2	4	0	2	2	4	0
highway	6026	14348	208	484	168	62	55	158	95	98	0
hijack	6027	473	21	259	20	30	16	9	9	0	0
hike	6028	7156	185	293	27	32	42	110	23	5	0
hilarious	6029	766	4	16	11	7	11	15	3	1	0
hill	6030	4458	69	63	30	7	12	86	57	1	0
hilly	6031	688	2	4	4	0	0	3	6	0	0
himachal	6032	1133	0	0	0	0	0	0	0	0	0
himalayan	6033	685	16	3	0	0	0	1	0	0	0
himself	6034	13913	364	1757	348	256	215	360	243	32	0
hind	6035	701	0	2	3	4	0	2	3	0	0
hindalco	6036	994	0	0	0	0	0	0	0	0	0
hinder	6037	1210	77	163	22	50	23	49	31	6	0
hindi	6038	1273	0	0	0	0	0	1	0	0	0
hindpetro	6039	754	0	0	0	0	0	0	0	0	0
hindrance	6040	544	7	84	15	11	7	28	9	3	0
hindu	6041	5849	27	4	4	3	0	86	8	6	0
hindustan	6042	2078	0	0	0	0	0	1	0	0	0
hinge	6043	2533	22	97	16	13	10	9	10	0	0
hinged	6044	853	0	36	1	3	5	0	2	0	0
hint	6045	3251	65	365	52	51	23	39	15	16	0
hip	6046	1941	11	83	29	16	57	22	11	0	0
historian	6047	1071	24	57	10	11	8	32	5	1	0
historic	6048	5947	321	268	73	72	30	145	26	41	0
historical	6049	17564	433	646	64	75	48	893	54	44	0
hitch	6050	556	2	194	31	23	3	5	7	1	0
hitherto	6051	405	3	230	17	18	5	29	15	1	0
hoarding	6052	1111	3	54	2	6	4	3	1	0	0
hobby	6053	709	10	24	9	6	3	16	6	0	0
hockey	6054	2309	7	8	17	17	20	42	21	0	0
hoist	6055	1835	13	35	5	7	7	19	2	2	0
holder	6056	14087	47	650	154	97	69	1098	65	5	1
holiday	6057	10467	236	358	122	80	82	219	88	15	0
holistic	6058	2217	2	156	13	28	12	79	11	2	0
hollow	6059	3883	20	26	11	5	3	13	3	0	0
holy	6060	2295	349	213	32	28	21	80	27	9	0
homage	6061	946	14	59	5	15	4	27	2	1	0
homebuyer	6062	1070	0	0	1	1	1	0	0	0	0
homeland	6063	766	116	45	17	12	7	8	3	12	0
homeowner	6064	1086	4	16	7	9	2	9	10	0	0
homepage	6065	727	4	2	0	0	0	1	0	0	0
homicide	6066	571	32	63	17	13	13	1	14	3	0
hone	6067	762	5	31	10	4	3	20	7	1	0
honest	6068	2409	39	297	81	49	39	57	37	9	0
honorary	6069	675	6	62	3	13	2	38	5	1	0
hood	6070	1623	5	19	4	0	4	4	6	0	0
hoodlum	6071	31	0	644	9	15	1	0	2	0	0
hook	6072	3103	38	61	25	10	14	20	26	0	0
hop	6073	1457	11	68	32	15	47	22	6	0	0
hopeful	6074	2543	100	194	39	40	32	57	32	10	0
hopper	6075	964	0	1	2	1	0	10	1	0	0
horizontally	6076	947	0	3	1	1	2	3	1	0	0
hormone	6077	1650	39	35	15	0	5	30	11	0	0
horticulture	6078	1629	11	11	38	19	23	7	8	0	0
hose	6079	1383	0	21	5	1	1	3	3	1	0
hosiery	6080	666	0	0	0	0	0	1	0	0	0
hospitalier	6081	676	0	0	0	0	0	0	0	0	0
hospitality	6082	4729	60	180	32	42	51	364	9	4	0
hostel	6083	3951	3	173	7	19	9	18	28	3	0
hostile	6084	1360	265	73	30	30	17	19	18	3	0
hostility	6085	699	202	108	31	34	5	14	10	3	0
hosting	6086	647	12	66	8	11	13	20	5	0	0
hotelier	6087	595	9	22	21	2	6	46	3	0	0
hotspot	6088	2123	34	43	22	10	11	38	9	0	0
hourly	6089	728	2	7	3	0	2	4	1	0	0
housekeeping	6090	891	2	4	0	0	1	26	0	0	0
housemate	6091	530	2	146	0	7	0	0	2	0	0
housing	6092	32629	428	745	297	223	124	571	78	1	0
hover	6093	1206	15	42	12	14	16	15	13	1	0
hp	6094	1736	4	12	1	1	1	2	6	0	0
ht	6095	25038	1	0	0	0	0	1198	0	104	0
html	6096	13324	1	337	35	0	0	1062	0	0	0
htmlgreater	6097	615	0	27	3	0	0	65	0	0	0
hubs	6098	948	16	34	12	4	1	16	3	0	0
hue	6099	1126	11	32	6	2	2	20	2	2	0
huf	6100	2296	0	0	0	0	0	0	0	0	0
hug	6101	1357	18	55	19	10	8	14	10	1	0
hull	6102	878	15	15	0	1	1	6	7	0	0
humanitarian	6103	3750	826	506	238	264	40	153	43	60	0
humidity	6104	1913	40	11	5	5	1	11	8	0	0
hunger	6105	2573	183	381	72	86	71	80	35	4	0
hungry	6106	1273	21	158	50	36	24	38	26	1	0
hunt	6107	2586	70	194	62	37	52	177	81	6	0
hunter	6108	726	23	125	7	17	16	130	13	0	0
hunting	6109	831	11	45	8	10	35	19	8	1	0
hurdle	6110	2738	47	96	55	23	19	45	25	16	0
hurl	6111	1039	19	20	15	6	2	17	9	3	0
hurricane	6112	1262	38	34	6	3	2	16	0	0	0
hurry	6113	1015	16	116	18	16	4	12	16	1	0
husbandry	6114	821	15	40	10	7	6	6	5	0	0
hut	6115	586	3	15	8	37	9	5	18	1	0
hvac	6116	1085	0	0	0	0	0	2	0	0	0
hyderabad	6117	1962	0	0	0	0	0	1	0	0	0
hydraulic	6118	6266	38	19	0	4	0	4	12	0	0
hydro	6119	966	10	43	12	12	9	79	4	4	0
hydrocarbon	6120	2760	106	81	4	8	1	7	0	0	0
hydropower	6121	903	20	21	8	38	4	107	24	4	0
hydroxide	6122	921	7	0	0	0	1	3	1	0	0
hygiene	6123	4271	65	257	42	43	35	47	46	5	0
hygienic	6124	695	45	41	1	5	9	14	3	2	0
hype	6125	989	22	35	13	6	14	15	5	0	0
hypertension	6126	1712	15	76	12	10	3	10	19	0	0
hypothesis	6127	730	18	10	6	5	0	23	2	0	0
ian	6128	4232	1	1	0	0	0	1	0	0	0
ians	6129	8439	0	0	0	0	0	0	0	0	0
ic	6130	1613	9	20	3	6	2	7	5	1	0
icf	6131	682	4	0	0	0	0	7	0	0	0
icici	6132	3089	0	0	0	0	0	0	0	0	0
ico	6133	735	3	0	0	0	0	0	0	0	0
icon	6134	2966	33	165	25	29	36	32	19	2	0
idbi	6135	826	1	0	0	0	0	0	0	0	0
identical	6136	2048	33	15	18	8	6	18	9	2	0
identifi	6137	950	0	0	0	1	0	0	0	0	0
identification	6138	10245	55	200	71	57	38	69	38	11	0
identifier	6139	21664	1771	575	172	0	1	862	1	0	0
identify	6140	60836	691	2239	353	404	286	1016	334	91	0
identity	6141	11410	141	611	144	131	82	215	91	41	0
ideological	6142	1015	53	77	23	19	11	32	11	2	0
ideology	6143	2558	131	186	34	46	17	93	30	12	0
idfc	6144	1278	1	0	0	0	0	0	0	0	0
idol	6145	2938	3	32	10	4	1	10	2	1	0
iepf	6146	1614	0	0	0	0	0	0	0	0	0
if	6147	200804	4432	18111	3163	2652	2066	3768	2765	378	2
igf	6148	1676	0	0	0	0	0	0	0	0	0
ignite	6149	814	31	84	15	27	15	14	20	0	0
ignition	6150	873	0	10	2	0	2	21	7	0	0
ignorance	6151	683	26	196	20	22	19	28	17	4	0
ignore	6152	6142	214	560	160	136	98	180	118	22	0
ihq	6153	1457	0	0	0	0	0	0	0	0	0
ii	6154	1870	0	15	1	2	1	6	2	1	0
iifl	6155	1329	0	0	0	0	0	1	0	0	0
iii	6156	3418	0	31	2	7	0	20	2	0	0
iit	6157	1179	0	1	0	0	0	0	0	0	0
ill	6158	4871	124	572	109	137	57	105	78	6	0
illegally	6159	2908	127	312	77	63	47	75	73	13	0
illicit	6160	1474	72	327	89	58	24	60	34	11	0
illness	6161	5107	103	347	93	40	36	110	76	6	0
illuminate	6162	1392	9	20	5	5	10	21	2	0	0
illumination	6163	2438	4	9	0	1	1	6	0	0	0
illustration	6164	594	42	38	14	3	2	14	2	0	0
imagery	6165	834	15	11	2	5	3	8	3	0	0
imagination	6166	1436	23	153	25	26	19	35	17	0	0
imaging	6167	8309	18	17	4	4	3	9	1	1	0
imbalance	6168	1001	19	68	22	14	12	27	8	1	0
imbibe	6169	488	0	171	0	12	0	6	0	0	0
immensely	6170	1316	3	174	13	33	19	77	8	3	0
immerse	6171	1169	4	18	8	5	1	15	3	1	0
immersion	6172	1082	0	14	3	2	1	9	0	0	0
immigrant	6173	2262	209	136	61	26	4	24	5	1	0
immigration	6174	3199	221	192	51	72	31	44	31	5	0
imminent	6175	1051	89	141	28	23	27	25	15	0	0
immovable	6176	795	2	4	1	1	7	47	0	0	0
immune	6177	5628	141	123	45	25	27	43	22	1	0
immunity	6178	3293	68	201	44	35	23	54	14	3	0
immunotherapy	6179	1380	6	1	4	1	0	0	0	0	0
imo	6180	147	8	792	13	28	0	10	1	0	0
impactful	6181	765	1	92	3	6	2	22	2	1	0
impair	6182	1109	21	54	43	6	5	289	2	0	0
impaired	6183	656	8	44	6	9	8	16	2	0	0
impairment	6184	3573	14	400	24	6	12	604	14	0	0
impart	6185	2360	3	56	11	6	15	32	10	2	0
impartial	6186	610	23	54	8	17	4	40	16	4	0
impeachment	6187	788	248	298	77	23	6	10	21	1	0
impedance	6188	1417	0	0	0	0	0	0	0	0	0
impede	6189	724	56	110	10	19	11	21	10	7	0
impediment	6190	628	18	97	16	14	10	29	3	2	0
impeller	6191	823	0	0	0	0	0	0	0	0	0
impending	6192	589	9	81	21	14	10	29	9	0	0
imperative	6193	2422	32	567	35	96	41	102	9	6	1
impetus	6194	1154	33	61	11	13	16	21	5	2	0
implant	6195	4736	16	21	12	2	2	7	5	2	0
implantable	6196	732	1	1	0	0	0	0	0	0	0
implantation	6197	665	6	4	4	2	0	7	1	0	0
implicate	6198	1243	28	72	37	28	15	26	34	1	0
implication	6199	3624	81	502	56	82	46	111	46	3	0
imply	6200	7690	69	179	28	43	24	48	46	1	0
import	6201	17819	3299	1579	511	326	418	1301	213	48	0
importantly	6202	3713	56	316	43	72	48	100	38	4	0
importation	6203	313	1	563	64	78	31	39	32	1	0
importer	6204	1595	246	260	57	66	32	116	10	1	0
impose	6205	13686	1819	793	189	143	115	612	89	48	0
imposition	6206	1367	151	162	9	10	19	34	3	3	1
impress	6207	2236	12	123	30	26	33	34	17	1	0
impression	6208	3265	34	279	41	51	31	47	25	1	0
imprison	6209	513	66	43	11	19	3	22	11	2	0
imprisonment	6210	3270	63	350	22	82	20	70	38	4	0
improper	6211	867	16	56	16	14	13	15	6	3	0
improvement	6212	45719	202	1710	147	207	109	1635	81	26	0
impugn	6213	652	1	15	3	2	1	10	3	0	0
impulse	6214	642	10	20	4	5	0	11	7	0	0
impunity	6215	497	38	393	44	65	23	58	53	14	0
impurity	6216	1596	2	7	1	2	1	2	1	2	0
inaccuracy	6217	5346	3	5	2	0	0	6	3	0	0
inaction	6218	772	43	80	8	17	6	26	9	0	0
inadequacy	6219	5463	2	70	1	8	1	15	6	1	0
inadvertently	6220	637	2	34	11	13	3	14	4	0	0
inaugural	6221	2507	26	175	24	38	38	130	24	6	0
inaugurate	6222	7677	242	750	24	90	2	91	5	28	0
inauguration	6223	2037	159	682	27	96	16	72	9	20	0
incentive	6224	6518	118	323	86	104	90	134	38	6	0
incentivise	6225	615	1	20	4	3	13	17	1	0	0
inception	6226	2422	16	321	29	56	26	143	16	0	0
incessant	6227	612	9	303	6	31	11	5	3	0	0
inch	6228	13927	284	166	60	26	18	91	37	4	0
incharge	6229	873	0	4	0	0	0	0	0	0	0
incidence	6230	2957	14	291	31	45	36	26	22	1	0
incidental	6231	985	1	17	0	6	2	18	0	0	0
incidentally	6232	1752	2	112	13	8	1	24	8	0	0
incite	6233	901	81	130	33	44	41	30	20	0	0
incl	6234	1559	9	0	0	0	0	0	1	0	0
inclination	6235	920	10	49	6	7	8	10	2	0	0
incline	6236	973	8	12	2	3	0	11	1	0	0
inclined	6237	1841	29	33	6	4	4	15	11	1	0
inclusion	6238	5872	34	466	69	93	52	115	30	9	0
income	6239	9182	0	321	31	0	0	773	0	0	0
inconsistent	6240	922	31	63	14	17	15	18	10	0	0
inconvenience	6241	1820	5	67	21	25	14	75	27	2	0
incorporation	6242	30106	0	27	31	9	2	24	1	0	0
incorrect	6243	1296	30	30	7	17	8	11	4	4	0
increment	6244	855	1	132	16	25	22	20	32	2	0
incubation	6245	844	1	60	7	0	5	13	5	0	0
incubator	6246	1012	5	30	13	9	1	9	13	0	0
inculcate	6247	725	1	60	9	6	9	35	5	0	0
incumbent	6248	2245	87	422	84	75	24	113	86	9	0
incur	6249	4638	37	168	64	42	21	119	47	20	0
indeed	6250	6048	127	1573	187	256	195	235	122	8	0
indefinite	6251	2092	18	152	11	24	8	11	4	2	0
indefinitely	6252	595	22	84	19	15	16	26	15	4	0
independence	6253	6527	537	763	240	252	210	375	154	35	0
independent	6254	46536	1674	1222	360	281	117	1931	187	92	0
independently	6255	3279	35	56	16	11	10	44	26	3	0
indiabull	6256	1320	0	0	0	0	0	0	0	0	0
indicate	6257	70189	3559	2453	590	431	202	2739	383	69	1
indication	6258	7814	150	497	84	106	62	121	24	2	1
indicative	6259	2517	27	35	8	16	13	13	12	0	0
indicator	6260	281693	20819	6864	1754	73	20	11754	53	2	0
indict	6261	501	39	198	9	45	3	37	7	1	0
indictment	6262	894	33	95	8	25	11	85	16	0	0
indie	6263	1676	1	2	2	0	1	67	1	4	0
indigenous	6264	4600	91	525	73	76	85	96	28	2	0
indirect	6265	3234	39	187	12	27	20	112	10	3	0
indirectly	6266	1959	40	114	19	28	21	122	13	4	0
indiscriminate	6267	476	30	131	17	19	7	10	5	4	0
individually	6268	1978	8	72	14	14	16	41	14	1	0
indo	6269	3504	9	6	0	1	0	64	3	1	0
indonesian	6270	735	114	38	9	0	3	30	1	14	0
indoor	6271	5394	27	82	55	15	7	89	26	4	0
indore	6272	3414	0	0	0	0	0	3	0	1	0
indowind	6273	666	0	0	0	0	0	0	0	0	0
indstrie	6274	831	24	0	0	0	0	0	0	0	0
induce	6275	4954	74	144	13	26	70	46	19	1	0
