		Australia	New Zealand	Sweden	Austria	Belgium	Denmark	Norway	Finland	Netherlands	Czech Republic
complete	4486	4364	233	122	2	186	160	130	44	37	22
compliance	4487	4731	82	39	10	226	27	25	10	18	1
component	4488	3065	8	95	15	444	3	14	16	53	1
composition	4489	2179	14	49	0	123	69	15	159	30	1
comprehensive	4490	3173	136	650	8	225	73	155	268	6	1
comprise	4491	926	24	85	6	33	29	24	53	88	0
conceal	4492	1771	215	4	0	99	1	2	1	3	4
concede	4493	5754	1130	1	1	76	1	0	2	7	3
conceive	4494	1813	208	3	7	101	4	0	1	15	3
concentrate	4495	8798	649	272	10	305	68	107	172	189	30
concentrated	4496	1356	86	112	0	35	7	3	2	7	1
concentration	4497	6191	429	62	20	577	29	19	36	90	45
concentric	4498	282	6	1155	0	0	11	0	6	2	0
concept	4499	19209	1739	2500	24	1197	391	324	288	489	85
concession	4500	5705	395	133	35	384	21	79	28	29	11
concierge	4501	1849	20	0	0	6	0	0	0	2	0
concise	4502	9081	41	0	2	29	2	0	25	3	1
conclude	4503	13733	1315	500	40	2320	360	491	430	179	154
conclusion	4504	7157	896	92	22	2443	114	134	60	118	74
concurrent	4505	1138	36	21	9	56	6	1	2	21	1
concurrently	4506	2002	44	4	4	112	14	32	7	17	0
concussion	4507	2606	758	2	0	9	1	0	0	1	0
condemn	4508	2891	549	12	2	406	0	0	4	29	46
condense	4509	1218	80	22	0	35	23	85	4	7	0
conditioner	4510	2312	64	63	0	27	1	0	2	2	0
conditioning	4511	5647	445	123	1	118	26	5	22	81	7
condo	4512	1249	6	1	0	0	0	0	0	4	0
condolence	4513	950	184	6	0	100	0	4	1	4	6
condominium	4514	2356	9	122	0	3	6	0	0	3	0
conduct	4515	49743	3094	1680	52	3621	789	572	301	932	271
conductive	4516	3486	18	24	38	15	5	9	50	60	0
conductor	4517	3390	152	7	17	177	12	17	11	15	12
conduit	4518	1611	38	24	5	20	10	9	0	27	0
cone	4519	978	249	4	0	17	34	0	6	8	0
confectionery	4520	1970	23	62	35	23	17	13	46	0	4
confer	4521	1265	69	1	6	449	15	0	57	11	0
conferencing	4522	1067	45	66	0	32	10	24	6	5	0
confess	4523	1382	343	2	0	23	0	0	0	6	17
confidential	4524	3808	404	5	1	388	18	34	12	17	9
confidentiality	4525	1440	168	33	0	203	6	0	5	7	3
configuration	4526	8515	165	478	13	169	36	41	175	189	5
configure	4527	21252	68	541	18	57	48	34	312	654	0
confine	4528	1922	386	19	1	111	7	0	2	16	1
confirmation	4529	4402	505	134	70	293	75	240	60	41	10
conform	4530	867	53	5	1	171	10	2	19	20	1
conformity	4531	523	15	2	3	544	0	11	5	8	0
confront	4532	4936	881	9	6	224	6	0	7	28	3
confrontation	4533	1134	229	3	0	56	0	0	1	9	8
confuse	4534	1470	340	7	0	40	0	0	1	19	4
confused	4535	1258	277	3	0	31	0	0	0	14	2
confusing	4536	1241	247	1	0	43	0	1	2	21	7
confusion	4537	3052	557	7	5	113	0	0	0	19	3
conglomerate	4538	2587	58	182	3	26	241	14	174	14	11
congratulate	4539	5240	351	31	2	471	5	10	17	15	16
congressional	4540	2985	174	4	0	22	0	0	0	28	0
congressman	4541	954	86	0	0	7	0	0	0	11	1
conjunction	4542	5692	356	322	6	439	99	214	41	45	2
connectivity	4543	10801	323	379	35	550	138	166	268	151	4
connector	4544	6861	32	26	0	100	18	23	16	64	0
connor	4545	967	175	0	0	31	0	0	0	0	0
conquer	4546	1315	231	10	1	26	2	0	1	7	3
consciousness	4547	972	210	3	55	68	0	0	2	30	4
consensus	4548	16469	387	258	7	501	6	41	14	165	29
consequently	4549	2105	168	75	10	374	274	277	84	63	37
conserve	4550	1612	165	12	3	105	4	2	12	6	4
considerably	4551	2282	372	67	11	231	115	14	72	37	66
consist	4552	25727	616	1972	47	1110	933	1358	628	421	51
consistency	4553	3653	558	26	2	418	16	5	18	51	3
consistent	4554	15440	1352	168	11	939	120	50	45	150	22
consistently	4555	21415	1774	3871	254	1330	781	1159	1001	737	59
console	4556	3156	297	297	0	75	28	142	41	203	2
consolidate	4557	14128	648	2758	163	754	521	640	706	393	52
consolidated	4558	10899	42	750	151	746	374	392	563	85	60
consolidation	4559	5734	271	305	73	273	304	284	74	47	20
consortium	4560	4747	154	79	33	267	106	79	42	86	40
constellation	4561	1875	229	17	0	44	14	7	4	29	3
constituency	4562	697	149	19	1	481	1	0	1	7	6
constituent	4563	6369	611	2957	224	1095	951	1409	985	337	47
constitute	4564	3869	292	354	35	880	900	285	83	114	33
constitution	4565	4060	562	67	1	298	22	7	14	60	91
constitutional	4566	2874	260	17	3	449	1	0	8	53	113
constrain	4567	1694	168	30	0	65	1	4	9	38	1
constraint	4568	2990	335	25	2	268	10	28	29	29	1
construct	4569	10478	776	758	28	774	406	132	156	265	18
consulate	4570	779	119	5	0	170	3	0	5	1	30
consultancy	4571	13737	341	432	45	751	300	359	67	459	20
consultant	4572	18364	1135	792	51	1013	232	400	145	117	17
consultation	4573	12220	2160	157	16	4471	72	35	58	68	42
consulting	4574	25971	152	1189	14	271	529	200	469	150	16
consume	4575	6957	1008	31	7	328	42	28	37	88	29
consumption	4576	12183	883	235	58	1559	228	246	245	153	242
contactless	4577	1098	137	71	2	47	45	24	21	35	7
contain	4578	34095	3352	891	228	3446	855	396	381	934	83
containment	4579	1501	115	0	4	57	24	4	3	24	1
contaminant	4580	907	131	7	0	46	5	5	10	13	0
contaminate	4581	1404	292	33	1	137	0	22	0	21	4
contemplate	4582	2101	360	84	3	64	57	696	37	11	2
contemporary	4583	7780	694	29	5	560	35	3	5	34	55
contempt	4584	922	147	1	0	39	0	0	0	6	2
contend	4585	1856	241	6	0	70	2	2	3	16	0
contender	4586	4438	938	0	0	33	5	2	1	13	6
contention	4587	2365	564	29	2	42	0	1	5	6	0
contest	4588	16807	2463	70	5	272	12	8	5	61	92
contestant	4589	1724	334	0	0	21	3	0	2	3	7
contested	4590	1339	73	1	0	43	0	0	0	9	0
continental	4591	1202	53	1	0	79	6	42	3	12	0
contingency	4592	1564	231	16	1	209	55	49	34	10	2
continual	4593	1014	144	0	1	51	16	0	1	7	1
continually	4594	4282	337	36	7	153	36	1	91	31	6
continuation	4595	2700	163	43	13	261	123	142	78	31	22
continued	4596	8272	394	1618	71	532	550	541	194	181	24
continuity	4597	3867	304	87	4	292	85	80	38	167	4
continuously	4598	4163	254	223	16	256	304	86	151	100	12
contracting	4599	4328	191	116	1	420	85	34	121	61	8
contraction	4600	1651	86	31	4	32	8	11	7	1	21
contractual	4601	1909	119	128	5	383	62	178	14	7	15
contrarian	4602	1162	13	0	0	0	0	2	0	0	0
contrast	4603	7423	1233	34	29	386	43	2	21	212	60
contribution	4604	27831	2292	766	74	3685	455	365	231	332	168
contributor	4605	4122	415	20	7	198	63	39	5	74	18
controller	4606	13364	236	146	43	217	87	70	130	181	8
controversial	4607	7350	1311	19	3	268	3	0	3	58	71
controversy	4608	3821	652	7	1	74	0	1	1	38	19
convene	4609	4096	149	209	7	214	574	131	282	69	3
convenient	4610	5138	322	94	43	133	41	52	9	98	5
conveniently	4611	1332	98	15	0	15	2	4	1	7	0
convention	4612	4533	462	41	0	657	3	25	22	21	22
conventional	4613	6694	486	100	34	341	79	55	41	148	12
converge	4614	2206	116	8	0	49	2	0	7	12	54
convergence	4615	68037	1528	20548	1213	3510	3543	5523	3987	2529	285
conversion	4616	46637	2413	16131	1346	3624	3509	4971	5586	2401	100
convert	4617	10466	1319	815	6	515	235	513	755	133	10
convertible	4618	5727	337	1465	115	324	390	1050	736	95	2
convey	4619	2537	251	60	3	148	45	1	132	47	10
conveyor	4620	1990	43	23	47	23	53	25	7	0	1
convict	4621	5722	1556	14	2	660	2	3	6	38	92
convince	4622	5824	1145	88	7	244	62	5	18	90	42
convinced	4623	871	186	51	0	60	38	8	12	12	13
convincing	4624	1158	294	11	2	55	8	0	1	10	6
convoy	4625	982	146	4	0	55	0	0	0	1	19
coo	4626	3588	60	50	1	4	52	91	44	25	0
cook	4627	12372	4069	29	5	230	6	2	5	34	7
cooker	4628	820	116	124	0	31	0	0	0	10	2
cookie	4629	2643	184	0	0	37	0	3	15	18	0
cooking	4630	7331	998	144	0	161	11	2	78	64	5
cooler	4631	2250	214	38	0	54	9	3	1	7	0
cooling	4632	1707	45	156	1	73	66	8	103	84	1
cooperate	4633	2810	93	220	7	494	45	57	34	49	165
coordinate	4634	6253	125	128	9	728	36	22	43	81	30
coordinated	4635	1134	29	44	4	251	5	26	34	9	2
coordination	4636	3684	59	92	46	1329	24	12	72	22	19
coordinator	4637	4341	216	101	5	543	39	65	31	16	47
copco	4638	156	0	1742	0	0	0	0	1	0	0
cope	4639	5090	1392	21	3	431	16	20	6	36	53
copper	4640	22352	587	1371	180	536	625	542	590	104	8
copy	4641	12875	2136	211	5	2270	209	378	132	137	40
copying	4642	1678	14	0	0	180	1	0	5	0	0
copyright	4643	5509	222	3	0	779	9	0	4	200	19
coral	4644	3451	309	5	0	37	0	5	0	3	4
corbion	4645	100	0	23	0	0	0	0	25	1584	0
cord	4646	2608	203	76	0	128	32	0	5	41	1
corn	4647	37819	639	1079	135	307	373	516	441	46	1
corner	4648	16263	3183	37	3	281	25	7	26	121	7
cornerstone	4649	2446	166	63	2	120	40	15	17	21	2
coronary	4650	831	21	99	0	69	1	19	15	19	1
coronavirus	4651	16276	3020	308	64	264	385	268	852	114	917
corrective	4652	1133	44	6	0	117	25	18	18	14	1
correctly	4653	2506	421	36	1	253	18	4	11	46	18
correlate	4654	1495	56	28	1	69	10	3	13	35	5
correlation	4655	1993	85	43	7	77	6	3	1	65	2
correspond	4656	89529	1026	7771	732	1833	3968	2789	2314	1211	146
correspondence	4657	1639	318	7	0	466	46	3	8	16	2
correspondent	4658	1766	192	9	0	71	3	0	4	12	102
corresponding	4659	45264	837	6423	477	1842	1871	3464	2477	958	19
corridor	4660	4193	381	36	2	266	45	0	2	38	25
corrosion	4661	1943	44	52	1	30	7	7	4	19	0
corrugate	4662	1428	98	12	4	8	8	0	110	4	0
corrupt	4663	1623	207	38	2	85	0	0	0	25	18
corruption	4664	6007	557	109	5	884	16	7	11	73	201
cosmetic	4665	11817	244	204	3	124	75	78	23	124	27
costly	4666	4339	636	36	0	202	17	6	15	24	11
costume	4667	3201	544	1	2	124	1	1	0	23	3
cottage	4668	2312	435	6	0	94	5	0	17	0	1
cotton	4669	11683	205	49	18	102	6	4	8	3	3
couch	4670	1828	481	2	2	15	0	0	0	9	0
cough	4671	2081	572	14	0	55	2	31	17	6	7
counsel	4672	28251	632	106	4	210	59	113	18	49	5
counter	4673	10915	1271	139	19	869	39	29	40	94	56
counterfeit	4674	867	56	3	4	195	6	0	8	12	12
counterpart	4675	4669	676	39	3	383	12	1	12	61	141
counting	4676	1212	121	12	4	32	41	28	195	23	7
countless	4677	2900	333	7	0	54	4	0	0	18	3
countryside	4678	1236	219	2	0	222	5	1	3	5	20
county	4679	20967	978	171	1	2010	41	140	21	99	5
couple	4680	53438	10054	303	11	863	113	82	114	371	90
coupling	4681	2146	20	112	6	102	8	66	15	63	0
coupon	4682	1556	36	74	22	89	150	462	28	121	10
courage	4683	2937	583	8	1	238	65	0	13	19	15
courageous	4684	1023	175	1	0	36	0	1	2	6	3
courier	4685	1237	315	37	3	121	5	0	0	11	7
courtesy	4686	3117	437	4	0	85	0	4	0	65	0
courthouse	4687	936	179	0	0	7	0	0	0	8	0
courtyard	4688	1924	262	18	1	37	4	9	2	6	2
cousin	4689	2905	760	4	0	50	0	0	0	16	0
cove	4690	1200	133	0	0	3	0	0	0	2	0
coverage	4691	25082	1181	353	17	732	127	157	142	176	25
covering	4692	2452	140	86	0	156	73	8	6	242	5
coveted	4693	2844	158	15	0	50	0	1	9	7	0
cowboy	4694	1244	129	0	0	5	0	0	0	3	0
cpa	4695	4465	28	11	0	26	10	21	2	10	0
cph	4696	453	1	15	1	0	5459	0	0	0	0
cqr	4697	1457	0	4	0	0	0	0	0	0	0
crab	4698	2461	115	1	0	33	5	7	1	8	0
crack	4699	8552	1872	4	2	264	2	0	2	53	6
crackdown	4700	2178	266	2	0	165	0	0	0	50	6
craftsmanship	4701	1000	46	4	0	14	6	0	0	1	0
crane	4702	5055	355	182	68	53	40	54	325	12	2
crash	4703	29748	7997	843	71	466	144	201	187	222	44
crater	4704	1022	199	4	0	10	0	0	0	0	0
crave	4705	941	157	4	0	10	1	0	0	9	1
crawl	4706	1275	294	1	0	16	0	0	0	10	0
crease	4707	1236	265	0	0	2	0	0	0	27	0
creativity	4708	5180	382	12	4	401	6	2	14	53	5
creator	4709	4479	408	119	0	124	18	1	105	115	15
creature	4710	2346	474	2	0	97	0	0	0	10	1
credential	4711	4114	383	16	1	104	11	3	50	16	9
credibility	4712	2030	333	4	0	183	20	4	6	22	8
creditor	4713	7463	454	90	40	233	165	230	117	32	78
creek	4714	4110	263	7	0	1	2	3	0	6	0
crikey	4715	1121	17	0	0	0	0	0	0	0	0
crimestopper	4716	147	246	0	0	2017	0	0	0	0	0
criminal	4717	16508	2239	73	2	2998	21	32	24	112	183
crisp	4718	1661	282	1	0	17	3	1	0	6	0
critic	4719	5302	1068	18	5	260	1	0	0	35	91
critically	4720	2793	482	5	1	121	11	0	64	17	6
criticism	4721	6611	1399	45	8	308	11	12	7	76	101
crm	4722	1635	6	81	0	20	35	4	8	5	4
crop	4723	34582	1686	174	8	592	83	169	14	67	19
crore	4724	2878	10	6	0	0	0	0	0	125	0
cross	4725	30504	4111	158	34	3564	190	262	315	233	145
crossbench	4726	1423	10	0	0	5	0	0	0	0	0
crossing	4727	3919	810	11	1	715	12	25	37	46	42
crossover	4728	995	209	0	0	32	3	0	1	42	1
crow	4729	1108	89	0	0	15	0	2	7	0	0
crowd	4730	20097	3841	76	0	313	9	0	17	65	28
crowded	4731	1463	232	1	0	60	10	0	0	11	1
crowdfunding	4732	799	127	114	0	71	18	0	47	10	3
crown	4733	11310	1991	313	0	430	9	5	3	9	2133
crude	4734	14230	583	1695	221	520	696	1057	688	209	35
cruelty	4735	1489	213	6	1	63	0	0	0	2	0
cruise	4736	13019	1955	8	24	145	82	215	67	176	3
cruiser	4737	891	123	2	0	16	0	1	0	64	0
crumble	4738	1250	330	1	0	28	2	0	1	2	0
crunch	4739	1864	304	0	0	28	1	0	2	6	1
crusader	4740	1435	4207	8	0	4	3	31	0	3	1
crush	4741	5162	865	16	0	63	8	51	6	17	24
cry	4742	5450	1442	14	4	126	0	1	1	28	8
cryptocurrencie	4743	3796	40	0	0	20	1	0	0	99	4
cryptocurrency	4744	3250	72	6	0	21	1	0	0	445	6
ct	4745	1273	25	13	7	69	2	0	9	31	39
ctk	4746	12	0	0	0	4	0	0	0	0	2833
cuban	4747	947	108	0	0	36	0	0	0	22	8
cubic	4748	2914	248	59	8	178	30	45	88	46	32
cucumber	4749	1154	317	0	0	7	2	0	0	0	0
cue	4750	2031	281	13	2	42	0	7	0	22	1
cuisine	4751	5193	274	0	4	29	2	0	3	8	3
culinary	4752	7089	195	2	0	20	0	1	0	3	1
cull	4753	1238	331	0	0	37	1	0	0	2	5
culminate	4754	3244	300	13	0	114	5	5	6	19	19
culmination	4755	1133	136	5	0	82	14	0	1	6	9
cultivate	4756	2515	192	26	6	97	11	6	1	13	12
cultivation	4757	1646	159	149	7	87	13	0	16	3	5
cum	4758	2328	56	5	2	13	8	1	1	95	0
cumulative	4759	24184	981	5551	309	1607	1463	1786	1641	1070	72
cupboard	4760	1361	314	0	0	35	6	0	0	11	2
curate	4761	4547	132	9	0	104	6	0	0	41	0
curator	4762	1768	220	0	0	146	7	0	0	6	7
curb	4763	3112	367	5	11	124	10	5	36	23	63
curfew	4764	863	160	4	0	63	1	0	2	2	6
curiosity	4765	1269	153	3	5	76	4	0	1	10	5
curl	4766	918	202	0	0	10	0	0	5	3	0
currency	4767	114722	4946	42093	3340	9087	9980	14300	11752	6656	772
curry	4768	942	297	0	0	37	0	0	0	2	0
curtail	4769	979	163	8	0	38	2	1	1	10	5
curtain	4770	2729	587	92	0	79	2	52	63	18	22
curve	4771	5967	444	8	5	108	11	13	6	50	8
curved	4772	1209	54	57	3	16	5	0	0	14	0
cushion	4773	2044	256	37	0	249	4	0	1	63	2
cusip	4774	27402	30	485	100	84	152	1088	149	199	33
custodian	4775	1479	147	9	3	29	32	0	3	2	0
custody	4776	10059	1059	153	93	894	7	2	12	60	112
customary	4777	2974	158	183	14	120	153	98	75	87	0
cute	4778	1182	320	0	0	4	0	0	0	16	0
cutter	4779	1885	131	32	0	42	1	2	1	30	1
cvc	4780	1833	29	13	0	4	0	0	0	3	0
cwt	4781	1152	2	0	0	0	0	0	0	0	0
cybersecurity	4782	6869	82	290	7	295	35	5	241	48	10
cyclical	4783	15228	605	14063	1802	752	565	602	1383	239	140
cyclist	4784	4374	1119	5	3	485	2	0	0	16	13
cyclone	4785	4455	414	3	1	62	1	4	0	1	0
cylinder	4786	4133	702	46	5	47	9	90	29	154	7
cylindrical	4787	947	13	27	10	4	2	10	5	44	0
czech	4788	862	122	27	23	234	16	7	2	25	10964
dam	4789	7130	742	38	6	51	17	12	8	459	22
damaging	4790	2470	348	41	0	189	5	0	0	10	10
daman	4791	4166	2	0	0	4	3	0	0	0	0
damn	4792	1182	331	0	0	4	0	0	0	13	0
damp	4793	1009	380	16	0	44	8	0	9	10	2
dampen	4794	1087	204	10	6	35	6	2	5	9	7
dancer	4795	3580	612	25	1	53	5	0	2	3	3
dancing	4796	2719	415	0	1	76	0	0	0	2	0
danish	4797	2141	146	310	1	139	28268	225	56	23	18
darkness	4798	1136	316	2	0	62	6	1	0	10	0
darling	4799	2819	158	0	0	9	0	0	0	4	0
dart	4800	1409	262	14	0	36	0	0	0	1	1
dash	4801	3380	600	27	2	152	8	1	1	44	2
dashboard	4802	13985	374	1344	71	399	345	513	345	225	18
datacentre	4803	1647	0	2	0	2	0	0	0	0	0
dataset	4804	1672	27	0	1	145	11	14	3	72	0
dateline	4805	6307	579	16	0	411	566	755	653	413	0
datum	4806	250468	7475	17217	1348	14958	4894	8069	5136	4987	1433
daunting	4807	1572	292	1	0	55	0	2	0	9	1
dayheadlineclose	4808	12311	151	822	66	177	179	252	237	115	7
daylight	4809	1806	324	11	2	57	27	0	0	18	1
daytime	4810	1212	280	60	0	61	17	0	2	25	3
dd	4811	1132	1	108	12	95	21	39	51	15	0
deadline	4812	8725	835	43	18	3302	244	163	27	85	125
deadly	4813	4878	772	17	0	104	13	0	6	16	1
deaf	4814	1268	308	12	1	96	0	0	0	9	2
dealer	4815	13342	552	261	8	285	156	68	95	107	40
dealership	4816	3990	233	27	2	21	37	0	20	178	13
dealing	4817	2697	303	23	25	153	4	0	1	15	6
dean	4818	2518	113	0	0	66	0	0	11	4	7
debacle	4819	925	134	0	0	14	0	0	0	3	5
debate	4820	17688	3185	63	10	3401	10	9	44	169	480
debenture	4821	1013	9	151	5	163	39	0	31	4	0
debilitate	4822	894	103	13	1	77	130	1	3	4	0
debit	4823	2699	111	21	0	155	48	7	8	16	1
debris	4824	4892	468	5	0	119	0	0	0	33	1
debt	4825	273598	15182	46582	6511	17716	12780	25122	22022	12305	755
debtor	4826	60912	1424	8129	784	2500	2001	2930	3170	2048	133
debutant	4827	1121	207	0	0	0	0	0	0	2	1
deceased	4828	1563	296	5	0	151	4	2	0	7	10
deception	4829	983	181	4	1	29	0	0	0	15	1
decider	4830	2543	397	0	0	0	0	0	0	0	0
decisive	4831	1972	277	20	6	162	37	23	5	16	20
decliner	4832	1779	55	141	18	30	27	61	50	28	0
decode	4833	1781	22	163	2	17	1	1	105	51	0
decorate	4834	3414	563	17	2	96	37	6	0	4	36
decoration	4835	2897	268	26	1	105	9	53	206	5	27
decorative	4836	2604	159	0	1	102	27	0	53	201	3
decrease	4837	310504	9375	71800	6312	17202	16119	21318	19156	13231	1655
decree	4838	909	110	8	4	294	2	11	13	54	25
dedicate	4839	13443	818	92	29	810	155	116	28	83	23
dedicated	4840	11998	726	99	6	943	170	201	94	138	3
dedication	4841	8426	347	31	2	454	36	80	14	63	3
deduct	4842	1103	218	14	2	176	10	30	40	12	8
deductible	4843	1044	52	9	0	32	0	6	0	4	1
deduction	4844	3239	156	225	15	374	62	49	29	14	5
deed	4845	2411	469	17	0	182	18	1	1	18	11
deem	4846	5216	1028	120	7	686	175	31	45	51	13
deepen	4847	2776	169	99	4	265	25	4	25	38	27
deer	4848	1765	633	2	0	52	0	0	0	9	4
def	4849	2794	47	6	0	43	0	0	2	1	0
defamation	4850	1400	192	1	0	19	0	0	0	15	10
default	4851	18399	937	7165	129	1380	1598	1719	1421	707	54
defend	4852	15163	3113	44	7	505	22	4	24	69	159
defender	4853	7771	1394	1	0	286	0	0	2	36	10
defensive	4854	5046	1101	31	3	56	4	2	2	4	9
defer	4855	19675	953	4497	476	1468	1149	2002	1762	560	24
deferred	4856	2730	51	198	41	133	74	129	68	32	0
defibrillator	4857	862	110	13	0	84	0	0	0	39	1
deficiency	4858	2057	211	19	10	333	24	29	1	14	4
define	4859	247538	6846	30152	3142	9812	7880	9814	11124	6929	409
defy	4860	2260	383	5	0	54	0	0	10	11	3
degradation	4861	1108	114	13	7	95	6	0	10	11	0
degree	4862	69122	3175	1386	85	2520	471	1085	308	575	96
delay	4863	24216	3811	438	30	1852	231	279	191	240	82
delegate	4864	4640	356	19	2	1716	436	3	7	36	42
deliberate	4865	2219	413	8	10	247	5	5	1	15	4
deliberation	4866	1299	122	5	0	182	0	5	0	6	0
delicate	4867	1844	243	2	2	47	5	0	2	10	7
delicious	4868	4702	591	1	0	106	3	15	2	6	0
delight	4869	5353	939	10	0	192	9	0	4	26	2
delighted	4870	17622	976	233	8	2691	121	120	70	125	1
delightful	4871	1293	286	1	0	22	2	0	1	9	1
delist	4872	920	40	85	5	10	23	26	9	33	9
deluxe	4873	1127	52	19	0	4	0	3	0	1	0
delve	4874	1259	188	0	2	46	0	0	1	6	1
demanding	4875	1014	131	64	7	75	18	109	4	9	18
demant	4876	18	3	0	0	0	1419	0	4	0	0
dementia	4877	4518	635	41	0	1008	93	4	0	11	1
demerger	4878	1051	29	35	0	1	68	179	415	3	0
demise	4879	1155	274	4	0	48	0	0	0	5	3
democracy	4880	5071	1132	74	0	1076	3	0	68	87	199
democrat	4881	2013	264	1	0	74	4	0	1	40	85
democratic	4882	6397	972	38	1	808	4	2	15	117	82
demographic	4883	3285	339	19	0	227	17	11	6	46	11
demolish	4884	2005	665	20	0	110	6	15	2	2	5
demon	4885	2653	178	6	1	7	1	0	0	11	0
demonstration	4886	6976	609	92	5	610	44	17	14	55	126
demonstrator	4887	987	181	10	1	78	6	0	3	11	27
denmark	4888	248	12	263	0	89	9602	46	53	7	127
denominate	4889	721	10	55	3	51	31	146	48	13	5
denote	4890	13473	513	7155	125	1051	1590	1674	1412	651	64
denounce	4891	857	191	2	0	94	0	0	0	21	23
dense	4892	1616	279	20	0	40	10	5	6	15	9
density	4893	6190	333	22	38	178	31	45	53	69	11
dent	4894	1302	242	34	1	17	1	2	0	27	3
dental	4895	6932	529	273	2	145	60	4	32	4	1
dentist	4896	1508	259	20	0	50	5	0	6	4	14
denton	4897	1938	0	0	0	8	0	0	0	0	0
deny	4898	16180	3011	50	9	592	12	10	26	161	96
departmental	4899	898	32	1	0	194	5	0	0	1	0
departure	4900	7470	1247	17	9	333	45	32	39	39	135
dependence	4901	1538	69	180	3	132	46	3	12	32	10
dependency	4902	850	110	95	2	118	34	0	3	22	6
depict	4903	2487	339	12	5	223	4	2	9	59	11
deplete	4904	1170	155	2	0	43	2	3	0	35	0
deploy	4905	15130	750	206	9	780	137	143	206	188	45
deployment	4906	9558	266	193	10	580	85	115	220	102	22
deport	4907	1262	380	0	0	40	0	0	7	19	7
deportation	4908	1331	376	3	0	49	0	0	19	24	12
deposit	4909	28397	1524	883	197	599	1469	1373	618	297	120
depositary	4910	610	7	134	11	38	30	91	20	320	0
deposition	4911	1563	26	3	1	18	8	10	2	113	0
depository	4912	1377	41	313	12	58	319	235	18	78	13
depot	4913	2062	178	97	3	92	4	19	42	5	2
depreciation	4914	32737	1770	7632	1250	1806	2077	6859	4298	1876	114
depressed	4915	1028	190	34	2	34	3	6	1	1	1
depression	4916	6104	1082	12	7	310	40	4	42	14	7
deprive	4917	975	251	5	0	191	0	0	7	9	9
der	4918	1293	47	4	120	451	89	9	8	13	6
derail	4919	1170	184	4	0	35	1	0	0	2	9
derby	4920	2659	398	1	0	31	1	0	0	0	0
derivative	4921	21930	1188	1407	109	751	611	1339	520	583	8
dermatology	4922	1066	6	103	0	13	25	44	0	0	2
descend	4923	5785	477	493	73	243	226	249	260	5	4
descendant	4924	801	276	4	0	32	11	0	3	2	3
descent	4925	1161	340	1	2	40	0	0	0	15	2
describe	4926	40187	6866	1406	408	3445	933	769	415	651	77
description	4927	231351	7638	49372	4427	16106	12687	20197	15830	8828	380
descriptionvalue	4928	47856	14	38	0	1	7	0	15	0	31
descriptionvalueglobal	4929	6912	387	3631	295	653	693	992	831	518	47
descriptionvaluein	4930	2093	319	3098	110	386	507	1093	344	285	22
descriptionvaluerank	4931	225757	1118	9839	891	1940	1904	2604	2436	1497	223
descriptionvaluerankmcap	4932	19004	69	38	12	10	34	102	51	44	43
descriptionvaluerankquartilemcap	4933	61066	60	246	14	35	56	121	89	24	1
desert	4934	3098	607	20	0	60	7	0	0	10	1
designate	4935	6878	463	47	33	994	119	33	12	81	27
designation	4936	15791	735	3091	217	1110	852	934	771	556	39
designing	4937	1804	15	55	0	13	4	1	0	5	1
desirable	4938	2341	280	21	0	155	23	23	6	20	7
desk	4939	5622	798	44	6	333	77	0	61	57	11
desktop	4940	3946	83	15	2	39	14	79	97	113	5
despair	4941	809	240	2	3	39	0	0	1	6	2
dessert	4942	4859	296	1	0	16	5	0	2	3	2
destroy	4943	9587	1834	61	2	452	11	6	4	62	47
destructive	4944	1592	257	6	12	110	5	1	0	11	5
detach	4945	1744	100	11	3	98	11	5	58	7	1
detail	4946	106577	9727	19805	1367	10802	5486	5753	5366	4539	296
detain	4947	3006	440	18	0	374	1	0	1	60	110
detect	4948	16590	888	427	22	815	114	66	178	479	42
detective	4949	7124	1185	4	2	1837	1	0	0	8	25
detector	4950	4107	112	151	11	147	6	4	89	273	3
deter	4951	2174	359	1	0	308	6	0	2	12	6
detergent	4952	1459	39	69	0	161	23	2	64	8	3
deteriorate	4953	101499	2315	7955	988	2952	2150	3904	3608	2091	191
deterioration	4954	151113	5473	34996	3007	8517	6558	18066	11759	4217	126
deterrent	4955	1062	126	5	0	183	3	0	0	4	1
devastation	4956	1198	154	0	0	52	0	0	1	6	3
develop	4957	150993	8236	17173	417	10970	4715	2994	4001	2168	236
developmental	4958	1484	77	11	7	77	4	0	1	7	1
devise	4959	1524	194	4	3	180	5	3	0	26	5
devote	4960	2809	267	9	0	141	11	4	5	41	19
devoted	4961	1015	134	7	1	55	4	0	21	11	4
dfds	4962	68	0	0	7	1	1069	2	0	1	0
diabetes	4963	5992	422	198	2	401	340	78	23	10	8
diabetic	4964	1066	83	42	0	156	25	15	10	2	0
diagnose	4965	8076	1312	102	3	452	149	8	21	12	12
diagnosis	4966	6311	682	267	2	600	128	139	34	25	4
diagnostic	4967	13198	271	2383	6	752	306	112	344	134	11
dialysis	4968	1362	69	44	0	45	20	0	1	0	3
diameter	4969	3070	131	18	10	157	23	12	7	20	5
diamond	4970	11431	563	66	1	212	13	11	78	38	55
diary	4971	2193	468	14	0	102	0	1	1	5	5
dicamba	4972	1322	0	0	0	1	0	0	0	0	0
dice	4973	878	323	5	0	34	10	0	0	8	2
dictate	4974	2061	360	10	4	64	1	3	2	25	12
dielectric	4975	2503	0	13	19	2	0	19	12	28	0
